455440,455440,22.3021974373,114.1887003583,2.6519354011
455441,455441,22.3021957661,114.1886988260,2.7013959975
455442,455442,22.3021903326,114.1886954888,2.6205704584
455443,455443,22.3021702855,114.1886879230,2.7109475038
455444,455444,22.3021378257,114.1886752127,3.0810614025
455445,455445,22.3020908143,114.1886504064,3.6880697464
455446,455446,22.3020355140,114.1886150778,4.0493101420
455447,455447,22.3019755166,114.1885751479,4.4578499297
455448,455448,22.3019047325,114.1885382070,2.1891145040
455449,455449,22.3018379440,114.1884995390,-0.2546427213
455450,455450,22.3017824429,114.1884410003,-0.5459666689
455451,455451,22.3017321180,114.1883775577,-0.5749357577
455452,455452,22.3016892978,114.1883203498,-0.5302069614
455453,455453,22.3016466554,114.1882552702,-0.2042240614
455454,455454,22.3016048756,114.1881839126,0.1286308325
455455,455455,22.3015731806,114.1881063259,-0.1547570352
455456,455456,22.3015162315,114.1880476530,1.2453931828
455457,455457,22.3014709129,114.1879883331,1.8593481488
455458,455458,22.3014470584,114.1879230258,1.7058868815
455459,455459,22.3014249694,114.1878650366,1.8287800587
455460,455460,22.3014052145,114.1878151336,1.9084116547
455461,455461,22.3013858412,114.1877789761,1.4766789288
455462,455462,22.3013848425,114.1877494429,1.4037592846
455463,455463,22.3013771724,114.1877397647,1.5749243072
455464,455464,22.3013741143,114.1877346863,1.7118538861
455465,455465,22.3013784392,114.1877282999,1.9367297674
455466,455466,22.3013828205,114.1877254889,2.1071757349
455467,455467,22.3013801342,114.1877232171,2.1183628713
455468,455468,22.3013813860,114.1877204624,2.1532509555
455469,455469,22.3013808322,114.1877213286,2.0762703223
455470,455470,22.3013834097,114.1877203664,2.1242228230
455471,455471,22.3013871618,114.1877185285,2.3267631338
455472,455472,22.3013844685,114.1877197885,2.3226573071
455473,455473,22.3013848583,114.1877163945,2.4371011056
455474,455474,22.3013840715,114.1877117493,2.2657576393
455475,455475,22.3013888760,114.1876995713,3.7406517333
455476,455476,22.3013943621,114.1876848778,4.7953231854
455477,455477,22.3014086245,114.1876725948,5.1388454783
455478,455478,22.3014285612,114.1876717940,3.9680112378
455479,455479,22.3014428153,114.1876933865,3.8354333133
455480,455480,22.3014599491,114.1877263085,4.0792208133
455481,455481,22.3014718023,114.1877667661,4.3429565920
455482,455482,22.3015036769,114.1878067732,5.3930342625
455483,455483,22.3015274801,114.1878582106,5.3919140118
455484,455484,22.3015496659,114.1879167440,5.3084664015
455485,455485,22.3015822901,114.1879756076,5.6715393534
455486,455486,22.3015876200,114.1880473504,5.6092447631
455487,455487,22.3016187418,114.1880997365,5.6259375565
455488,455488,22.3016470437,114.1881502048,5.4710069459
455489,455489,22.3016828263,114.1881911937,5.3777543711
455490,455490,22.3017186649,114.1882243631,5.0835581023
455491,455491,22.3017473429,114.1882545968,4.8197119532
455492,455492,22.3017690166,114.1882821307,4.7376961845
455493,455493,22.3017854820,114.1882915931,4.6621871578
455494,455494,22.3017930921,114.1882960876,3.6900739272
455495,455495,22.3017943152,114.1882771681,0.9879440940
455496,455496,22.3017952882,114.1882789190,3.0972062682
455497,455497,22.3017958547,114.1882791611,4.1367431681
455498,455498,22.3017948626,114.1882731599,3.2811728762
455499,455499,22.3017949229,114.1882728559,2.7791954545
455500,455500,22.3017947536,114.1882714412,3.2217581886
455501,455501,22.3017939932,114.1882712613,3.6300985393
455502,455502,22.3017936510,114.1882726142,4.1589349133
455503,455503,22.3017936811,114.1882719632,4.0885792673
455504,455504,22.3017924347,114.1882692267,3.3030973853
455505,455505,22.3017925664,114.1882695125,3.4232727745
455506,455506,22.3017931930,114.1882732425,3.7641507743
455507,455507,22.3017933276,114.1882741847,4.0724135802
455508,455508,22.3017932823,114.1882742947,3.7334366902
455509,455509,22.3017944424,114.1882781507,4.2103101921
455510,455510,22.3017937489,114.1882772627,4.0772504643
455511,455511,22.3017934696,114.1882748666,3.8919420376
455512,455512,22.3017926298,114.1882720691,3.4685272151
455513,455513,22.3017934709,114.1882751465,3.8908298326
455514,455514,22.3017941343,114.1882778079,3.6480520420
455515,455515,22.3017937670,114.1882768597,3.4821372713
455516,455516,22.3017936960,114.1882791805,3.8587053514
455517,455517,22.3017943513,114.1882780710,3.2537914851
455518,455518,22.3017957600,114.1882789149,3.0126967243
455519,455519,22.3017964343,114.1882805725,3.5899013681
455520,455520,22.3017978188,114.1882838832,3.9059015336
455521,455521,22.3017987729,114.1882847482,4.2503759548
455522,455522,22.3018004385,114.1882849217,4.4807177998
455523,455523,22.3018027629,114.1882858716,4.6365397114
455524,455524,22.3018088073,114.1882937736,4.9424635835
455525,455525,22.3018203975,114.1883064263,4.6274308376
455526,455526,22.3018415725,114.1883272387,4.9612686446
455527,455527,22.3018627116,114.1883568534,4.4557431303
455528,455528,22.3018964082,114.1883882845,4.5012259504
455529,455529,22.3019385159,114.1884227429,5.0735591112
455530,455530,22.3019855410,114.1884458750,1.8669326007
455531,455531,22.3020385456,114.1884744456,0.8121137438
455532,455532,22.3020824021,114.1885052060,-1.5226304993
455533,455533,22.3021371317,114.1885326231,-0.8921299472
455534,455534,22.3021846985,114.1885534488,-2.7141736120
455535,455535,22.3022334619,114.1885686079,-4.0496852992
455536,455536,22.3022847808,114.1885832731,-2.1360353922
455537,455537,22.3023329582,114.1885891699,-1.5623765040
455538,455538,22.3023727285,114.1886002210,0.4532404171
455539,455539,22.3024011720,114.1886046679,0.4748296007
455540,455540,22.3024179945,114.1886017840,-0.9832940539
455541,455541,22.3024276514,114.1886027430,-0.7181244471
455542,455542,22.3024319295,114.1886032365,-0.4676292659
455543,455543,22.3024323022,114.1886022474,-0.1783582429
455544,455544,22.3024314858,114.1886025859,-0.1160178857
455545,455545,22.3024305266,114.1886026690,0.0510676191
455546,455546,22.3024303807,114.1886018399,0.2611601970
455547,455547,22.3024300608,114.1886018700,0.3253962062
455548,455548,22.3024302021,114.1886012015,0.3254103347
455549,455549,22.3024301217,114.1886013523,0.3243794402
455550,455550,22.3024313585,114.1886045975,1.3121030621
455551,455551,22.3024315788,114.1886022636,0.6856103529
455552,455552,22.3024317485,114.1886027604,0.9168529138
455553,455553,22.3024311071,114.1885963787,-0.7155639845
455554,455554,22.3024320956,114.1885962563,-0.5181259518
455555,455555,22.3024336065,114.1886001378,0.8862712907
455556,455556,22.3024351514,114.1886007038,1.3317043397
455557,455557,22.3024366223,114.1886010179,1.8829981948
455558,455558,22.3024375257,114.1886002258,1.9507966700
455559,455559,22.3024386737,114.1885993216,2.0157483655
455560,455560,22.3024404591,114.1885996218,2.5477828124
455561,455561,22.3024423922,114.1885984389,2.6778056653
455562,455562,22.3024458254,114.1885955693,2.0478655010
455563,455563,22.3024537980,114.1885950179,2.1478964411
455564,455564,22.3024700744,114.1885965370,2.1898711461
455565,455565,22.3024972143,114.1885967103,2.3382681190
455566,455566,22.3025335306,114.1885925364,2.6158721087
455567,455567,22.3025766609,114.1885852563,2.8861637343
455568,455568,22.3026269294,114.1885718132,2.9686457160
455569,455569,22.3026805255,114.1885552127,3.0398786002
455570,455570,22.3027358221,114.1885312482,3.6345393209
455571,455571,22.3027924258,114.1885099682,3.2427786354
455572,455572,22.3028515887,114.1884765640,4.1747778493
455573,455573,22.3029109001,114.1884397936,4.5951714076
455574,455574,22.3029703168,114.1884001422,4.7947465306
455575,455575,22.3030220262,114.1883432974,5.1004184418
455576,455576,22.3030724945,114.1882679548,6.3660545699
455577,455577,22.3031212897,114.1882360333,3.7094311446
455578,455578,22.3031728159,114.1881730086,3.2649783371
455579,455579,22.3032160698,114.1881008561,1.2532276893
455580,455580,22.3032610051,114.1880446651,-2.7721046385
455581,455581,22.3033129541,114.1879470593,-3.2822273696
455582,455582,22.3033707263,114.1878578313,-2.1860353577
455583,455583,22.3034207022,114.1877625019,-3.3538764310
455584,455584,22.3034700131,114.1876722103,-5.1037488254
455585,455585,22.3035319827,114.1875746865,-5.2805055645
455586,455586,22.3036098608,114.1874856625,-2.6367930597
455587,455587,22.3036436841,114.1874699709,6.9627954248
455588,455588,22.3036885491,114.1874438434,9.6196867730
455589,455589,22.3037653052,114.1872801675,4.0726461719
455590,455590,22.3038051292,114.1871626631,-3.3912101319
455591,455591,22.3038586195,114.1870915254,-2.3756151659
455592,455592,22.3039108152,114.1870204448,-1.1290608173
455593,455593,22.3039487508,114.1869557706,-1.0262473141
455594,455594,22.3040058407,114.1868997063,1.5686703079
455595,455595,22.3040447374,114.1868349345,3.5331157880
455596,455596,22.3040840534,114.1867788210,3.1400117050
455597,455597,22.3041214656,114.1867274770,3.7534965200
455598,455598,22.3041557700,114.1866817991,5.0516548695
455599,455599,22.3041887839,114.1866461787,6.1701082001
455600,455600,22.3042126048,114.1866168144,5.8357002631
455601,455601,22.3042311665,114.1865937108,5.2720560634
455602,455602,22.3042471345,114.1865713814,5.1579434174
455603,455603,22.3042606502,114.1865483821,5.1966527724
455604,455604,22.3042769159,114.1865233858,4.8176192521
455605,455605,22.3042941016,114.1864957504,4.8152534773
455606,455606,22.3043114976,114.1864764773,5.8428559596
455607,455607,22.3043270754,114.1864575195,6.3640716831
455608,455608,22.3043487360,114.1864363790,7.5705874688
455609,455609,22.3043600486,114.1864172142,8.6334214840
455610,455610,22.3043725422,114.1864057348,9.4077500374
455611,455611,22.3043822443,114.1863966867,9.9085665822
455612,455612,22.3043880757,114.1863917614,10.0639380929
455613,455613,22.3043929887,114.1863847634,10.5269583128
455614,455614,22.3043930753,114.1863823034,9.9525428902
455615,455615,22.3043928193,114.1863810968,9.5653409625
455616,455616,22.3043905675,114.1863812038,9.4286956535
455617,455617,22.3043891860,114.1863822576,9.0951638721
455618,455618,22.3043892005,114.1863808607,9.2779727376
455619,455619,22.3043895278,114.1863803017,9.3125959296
455620,455620,22.3043890484,114.1863802291,9.2246315103
455621,455621,22.3043891107,114.1863803494,9.1247261803
455622,455622,22.3043895566,114.1863797213,9.2557520987
455623,455623,22.3043906336,114.1863789220,9.2841668316
455624,455624,22.3043932847,114.1863773664,9.0237234317
455625,455625,22.3043986393,114.1863732868,8.8501559258
455626,455626,22.3044062068,114.1863672557,8.9170170736
455627,455627,22.3044096064,114.1863626960,9.1864044776
455628,455628,22.3044129205,114.1863593622,9.5287941616
455629,455629,22.3044175928,114.1863523178,9.6440511106
455630,455630,22.3044296973,114.1863396613,9.2873626152
455631,455631,22.3044501096,114.1863192062,8.9277046518
455632,455632,22.3044767073,114.1862811647,9.7968408099
455633,455633,22.3045041726,114.1862360205,10.5117128326
455634,455634,22.3045365712,114.1861839678,11.3524145601
455635,455635,22.3045872693,114.1861309438,13.8162191313
455636,455636,22.3046395437,114.1860786091,16.0392454393
455637,455637,22.3046842976,114.1860503533,15.4847961769
455638,455638,22.3047082121,114.1860275997,10.9663668664
455639,455639,22.3047416333,114.1859970324,9.8547131525
455640,455640,22.3047770501,114.1859644417,9.9118133304
455641,455641,22.3047778015,114.1859112845,2.9728556772
455642,455642,22.3048252422,114.1858896160,5.3171472161
455643,455643,22.3048586453,114.1858744397,6.2186667737
455644,455644,22.3049010057,114.1859232111,20.2227590235
455645,455645,22.3049501716,114.1859226444,32.2495908705
455646,455646,22.3049647485,114.1859508513,31.1296417189
455647,455647,22.3050012672,114.1859834424,35.5239039732
455648,455648,22.3050100958,114.1859935269,27.9380597401
455649,455649,22.3050531623,114.1860256106,27.7243638255
455650,455650,22.3051105168,114.1860791967,33.3588659747
455651,455651,22.3051590518,114.1861202261,32.0271756040
455652,455652,22.3052076878,114.1861600167,31.4338446005
455653,455653,22.3052443696,114.1861911481,30.6009982984
455654,455654,22.3053298193,114.1862337402,37.5338558622
455655,455655,22.3053525269,114.1862691656,40.0477392140
455656,455656,22.3053927268,114.1862870630,37.1770845446
455657,455657,22.3054104712,114.1862906234,39.7739037953
455658,455658,22.3054442145,114.1862969074,42.8932820805
455659,455659,22.3054445447,114.1862791562,48.5208981917
455660,455660,22.3054622155,114.1862616620,54.1746153302
455661,455661,22.3054895735,114.1862442810,60.4817370297
455662,455662,22.3055007807,114.1862465680,59.7888759468
455663,455663,22.3055243459,114.1862093357,67.5138001917
455664,455664,22.3055218063,114.1861810445,67.9355999167
455665,455665,22.3055402982,114.1861157214,67.9449669281
455666,455666,22.3055603215,114.1860368639,68.0467548263
455667,455667,22.3055616776,114.1859888752,66.2153503276
455668,455668,22.3055721585,114.1859612226,65.3441890498
455669,455669,22.3055787144,114.1859261671,62.6353088388
455670,455670,22.3056275913,114.1859064681,66.5251775859
455671,455671,22.3056623638,114.1858904654,68.9438521196
455672,455672,22.3057036142,114.1858833785,72.3318363509
455673,455673,22.3057465944,114.1858840101,77.3829003503
455674,455674,22.3057993200,114.1858515444,80.1432326095
455675,455675,22.3058188403,114.1858138488,85.7852077218
455676,455676,22.3058409379,114.1857884034,95.8042369477
455677,455677,22.3058542017,114.1857781380,100.0949433571
455678,455678,22.3058828074,114.1857355117,112.5216429630
455679,455679,22.3059033448,114.1857168732,117.9470084537
455680,455680,22.3059260584,114.1856926315,124.4732830648
455681,455681,22.3059476401,114.1856537189,124.4453111245
455682,455682,22.3059617325,114.1856055312,124.2123090023
455683,455683,22.3059799026,114.1855693947,124.8306016083
455684,455684,22.3059754280,114.1855089725,116.2158194718
455685,455685,22.3060239648,114.1854942913,124.9130656359
455686,455686,22.3060506364,114.1854747122,120.5082286952
455687,455687,22.3060779528,114.1854280201,115.9896503084
455688,455688,22.3060828718,114.1853801769,110.5399164288
455689,455689,22.3060946276,114.1853472323,108.6462463732
455690,455690,22.3060885899,114.1852820868,103.3676088648
455691,455691,22.3060394676,114.1851794959,93.6018742793
455692,455692,22.3060390942,114.1851315716,97.6161690789
455693,455693,22.3060375877,114.1850987163,102.0999033608
455694,455694,22.3060291359,114.1850602925,107.2603766927
455695,455695,22.3060302355,114.1850095965,114.6247124677
